attribute,absFrequency,relFrequency
FLAGG,6,0.00003
CUSHMAN,6,0.00003
CLICK,6,0.00003
CASTELLANO,6,0.00003
CARDER,6,0.00003
BUMGARNER,6,0.00003
BLAINE,6,0.00003
BIBLE,6,0.00003
WAMPLER,6,0.00003
SPINKS,6,0.00003
ROBSON,6,0.00003
NEEL,6,0.00003
MCREYNOLDS,6,0.00003
MATHIAS,6,0.00003
MAAS,6,0.00003
LOERA,6,0.00003
KASPER,6,0.00003
JOSE,6,0.00003
JENSON,6,0.00003
FLOREZ,6,0.00003
COONS,6,0.00003
BUCKINGHAM,6,0.00003
BROGAN,6,0.00003
BERRYMAN,6,0.00003
WILMOTH,6,0.00003
WILHITE,6,0.00003
THRASH,6,0.00003
SHEPHARD,6,0.00003
SEIDEL,6,0.00003
SCHULZE,6,0.00003
ROLDAN,6,0.00003
PETTIS,6,0.00003
OBRYAN,6,0.00003
MAKI,6,0.00003
MACKIE,6,0.00003
HATLEY,6,0.00003
FRAZER,6,0.00003
FIORE,6,0.00003
FALLS,6,0.00003
CHESSER,6,0.00003
BUI,6,0.00003
BOTTOMS,6,0.00003
BISSON,6,0.00003
BENEFIELD,6,0.00003
ALLMAN,6,0.00003
WILKE,6,0.00003
TRUDEAU,6,0.00003
TIMM,6,0.00003
SHIFFLETT,6,0.00003
RAU,6,0.00003
MUNDY,6,0.00003
MILLIKEN,6,0.00003
MAYERS,6,0.00003
LEAKE,6,0.00003
KOHN,6,0.00003
HUNTINGTON,6,0.00003
HORSLEY,6,0.00003
HERMANN,6,0.00003
GUERIN,6,0.00003
FRYER,6,0.00003
FRIZZELL,6,0.00003
FORET,6,0.00003
FLEMMING,6,0.00003
FIFE,6,0.00003
CRISWELL,6,0.00003
CARBAJAL,6,0.00003
BOZEMAN,6,0.00003
BOISVERT,6,0.00003
ARCHIE,6,0.00003
ANTONIO,6,0.00003
ANGULO,6,0.00003
WALLEN,6,0.00003
TAPP,6,0.00003
SILVERS,6,0.00003
RAMSAY,6,0.00003
OSHEA,6,0.00003
ORTA,6,0.00003
MOLL,6,0.00003
MCKEEVER,6,0.00003
MCGEHEE,6,0.00003
LUCIANO,6,0.00003
LINVILLE,6,0.00003
KIEFER,6,0.00003
KETCHUM,6,0.00003
HOWERTON,6,0.00003
GROCE,6,0.00003
GAYLORD,6,0.00003
GASS,6,0.00003
FUSCO,6,0.00003
CORBITT,6,0.00003
BLYTHE,6,0.00003
BETZ,6,0.00003
BARTELS,6,0.00003
AMARAL,6,0.00003
AIELLO,6,0.00003
YOO,6,0.00003
WEDDLE,6,0.00003
TROY,6,0.00003
SUN,6,0.00003
SPERRY,6,0.00003
SEILER,6,0.00003
RUNYAN,6,0.00003
RALEY,6,0.00003
OVERBY,6,0.00003
OSTEEN,6,0.00003
OLDS,6,0.00003
MCKEOWN,6,0.00003
MAURO,6,0.00003
MATNEY,6,0.00003
LAUER,6,0.00003
LATTIMORE,6,0.00003
HINDMAN,6,0.00003
HARTWELL,6,0.00003
FREDRICKSON,6,0.00003
FREDERICKS,6,0.00003
ESPINO,6,0.00003
CLEGG,6,0.00003
CARSWELL,6,0.00003
CAMBELL,6,0.00003
BURKHOLDER,6,0.00003
AUGUST,6,0.00003
WOODBURY,6,0.00003
WELKER,6,0.00003
TOTTEN,6,0.00003
THORNBURG,6,0.00003
THERIAULT,6,0.00003
STITT,6,0.00003
STAMM,6,0.00003
STACKHOUSE,6,0.00003
SIMONE,6,0.00003
SCHOLL,6,0.00003
SAXON,6,0.00003
RIFE,6,0.00003
RAZO,6,0.00003
QUINLAN,6,0.00003
PINKERTON,6,0.00003
OLIVO,6,0.00003
NESMITH,6,0.00003
NALL,6,0.00003
MATTOS,6,0.00003
LEAK,6,0.00003
LAFFERTY,6,0.00003
JUSTUS,6,0.00003
GIRON,6,0.00003
GEER,6,0.00003
FIELDER,6,0.00003
EAGLE,6,0.00003
DRAYTON,6,0.00003
DORTCH,6,0.00003
CONNERS,6,0.00003
CONGER,6,0.00003
CHAU,6,0.00003
BOATWRIGHT,6,0.00003
BILLIOT,6,0.00003
BARDEN,6,0.00003
ARMENTA,6,0.00003
ANTOINE,6,0.00003
TIBBETTS,6,0.00003
STEADMAN,6,0.00003
SLATTERY,6,0.00003
SIDES,6,0.00003
RINALDI,6,0.00003
RAYNOR,6,0.00003
RAYFORD,6,0.00003
PINCKNEY,6,0.00003
PETTIGREW,6,0.00003
NICKEL,6,0.00003
MILNE,6,0.00003
MATTESON,6,0.00003
HALSEY,6,0.00003
GONSALVES,6,0.00003
FELLOWS,6,0.00003
DURAND,6,0.00003
DESIMONE,6,0.00003
COWLEY,6,0.00003
COWLES,6,0.00003
BRILL,6,0.00003
BARHAM,6,0.00003
BARELA,6,0.00003
BARBA,6,0.00003
ASHMORE,6,0.00003
WITHROW,6,0.00003
VALENTI,6,0.00003
TEJEDA,6,0.00003
SPRIGGS,6,0.00003
SAYRE,6,0.00003
SALERNO,6,0.00003
PLACE,6,0.00003
PELTIER,6,0.00003
PEEL,6,0.00003
MERRIMAN,6,0.00003
MATHESON,6,0.00003
LOWMAN,6,0.00003
LINDSTROM,6,0.00003
HYLAND,6,0.00003
HOMER,6,0.00003
HA,6,0.00003
GIROUX,6,0.00003
FRIES,6,0.00003
FRASIER,6,0.00003
EARLS,6,0.00003
DUGAS,6,0.00003
DAMON,6,0.00003
DABNEY,6,0.00003
COLLADO,6,0.00003
BRISENO,6,0.00003
BAXLEY,6,0.00003
ANDRE,6,0.00003
WORD,6,0.00003
WHYTE,6,0.00003
WENGER,6,0.00003
VANOVER,6,0.00003
VANBUREN,6,0.00003
THIEL,6,0.00003
SCHINDLER,6,0.00003
SCHILLER,6,0.00003
RIGBY,6,0.00003
POMEROY,6,0.00003
PASSMORE,6,0.00003
MARBLE,6,0.00003
MANZO,6,0.00003
MAHAFFEY,6,0.00003
LINDGREN,6,0.00003
LAFLAMME,6,0.00003
GREATHOUSE,6,0.00003
FITE,6,0.00003
FERRARI,6,0.00003
CALABRESE,6,0.00003
BAYNE,6,0.00003
YAMAMOTO,6,0.00003
WICK,6,0.00003
TOWNES,6,0.00003
THAMES,6,0.00003
STEEL,6,0.00003
REINHART,6,0.00003
PEELER,6,0.00003
NARANJO,6,0.00003
MONTEZ,6,0.00003
MCDADE,6,0.00003
MAST,6,0.00003
MARKLEY,6,0.00003
MARCHAND,6,0.00003
LEEPER,6,0.00003
KONG,6,0.00003
KELLUM,6,0.00003
HUDGENS,6,0.00003
HENNESSEY,6,0.00003
HADDEN,6,0.00003
GUESS,6,0.00003
GAINEY,6,0.00003
COPPOLA,6,0.00003
BORREGO,6,0.00003
BOLLING,6,0.00003
BEANE,6,0.00003
AULT,6,0.00003
SLATON,6,0.00003
POLAND,6,0.00003
PAPE,6,0.00003
NULL,6,0.00003
MULKEY,6,0.00003
LIGHTNER,6,0.00003
LANGER,6,0.00003
HILLARD,6,0.00003
GLASGOW,6,0.00003
FABIAN,6,0.00003
ETHRIDGE,6,0.00003
ENRIGHT,6,0.00003
DEROSA,6,0.00003
BASKIN,6,0.00003
ALFRED,6,0.00003
WEINBERG,6,0.00003
TURMAN,6,0.00003
TINKER,6,0.00003
SOMERVILLE,6,0.00003
PARDO,6,0.00003
NOLL,6,0.00003
LASHLEY,6,0.00003
INGRAHAM,6,0.00003
HILLER,6,0.00003
HENDON,6,0.00003
GLAZE,6,0.00003
FLORA,6,0.00003
COTHRAN,6,0.00003
COOKSEY,6,0.00003
CONTE,6,0.00003
CARRICO,6,0.00003
APPLE,6,0.00003
ABNER,6,0.00003
WOOLEY,6,0.00003
SWOPE,6,0.00003
SUMMERLIN,6,0.00003
STURGIS,6,0.00003
STURDIVANT,6,0.00003
STOTT,6,0.00003
SPURGEON,6,0.00003
SPILLMAN,6,0.00003
SPEIGHT,6,0.00003
ROUSSEL,6,0.00003
POPP,6,0.00003
NUTTER,6,0.00003
MCKEON,6,0.00003
MAZZA,6,0.00003
MAGNUSON,6,0.00003
LANNING,6,0.00003
KOZAK,6,0.00003
JANKOWSKI,6,0.00003
HEYWARD,6,0.00003
FORSTER,6,0.00003
CORWIN,6,0.00003
CALLAGHAN,6,0.00003
BAYS,6,0.00003
WORTHAM,6,0.00003
USHER,6,0.00003
THERIOT,6,0.00003
SAYERS,6,0.00003
SABO,6,0.00003
RUPERT,6,0.00003
POLING,6,0.00003
NATHAN,6,0.00003
LOYA,6,0.00003
LIEBERMAN,6,0.00003
LEVI,6,0.00003
LAROCHE,6,0.00003
LABELLE,6,0.00003
HOWES,6,0.00003
HARR,6,0.00003
GARAY,6,0.00003
FOGARTY,6,0.00003
EVERSON,6,0.00003
DURKIN,6,0.00003
DOMINQUEZ,6,0.00003
CHAVES,6,0.00003
CHAMBLISS,6,0.00003
ALFONSO,6,0.00003
WITCHER,6,0.00003
WILBER,6,0.00003
VIEIRA,6,0.00003
VANDIVER,6,0.00003
TERRILL,6,0.00003
STOKER,6,0.00003
SCHREINER,6,0.00003
NESTOR,6,0.00003
MOORMAN,6,0.00003
LIDDELL,6,0.00003
LEW,6,0.00003
LAWHORN,6,0.00003
KRUG,6,0.00003
IRONS,6,0.00003
HYLTON,6,0.00003
HOLLENBECK,6,0.00003
HERRIN,6,0.00003
HEMBREE,6,0.00003
HAIR,6,0.00003
GOOLSBY,6,0.00003
GOODIN,6,0.00003
GILMER,6,0.00003
FOLTZ,6,0.00003
DINKINS,6,0.00003
DAUGHTRY,6,0.00003
CABAN,6,0.00003
BRIM,6,0.00003
BRILEY,6,0.00003
BILODEAU,6,0.00003
BEAR,6,0.00003
WYANT,6,0.00003
VERGARA,6,0.00003
TALLENT,6,0.00003
SWEARINGEN,6,0.00003
STROUP,6,0.00003
SHERRY,6,0.00003
SCRIBNER,6,0.00003
ROGER,6,0.00003
QUILLEN,6,0.00003
PITMAN,6,0.00003
MONACO,6,0.00003
MCCANTS,6,0.00003
MAXFIELD,6,0.00003
MARTINSON,6,0.00003
LANDON,6,0.00003
HOLTZ,6,0.00003
FLOURNOY,6,0.00003
BROOKINS,6,0.00003
BRODY,6,0.00003
BAUMGARDNER,6,0.00003
ANGELO,6,0.00003
STRAUB,6,0.00003
SILLS,6,0.00003
ROYBAL,6,0.00003
ROUNDTREE,6,0.00003
OSWALT,6,0.00003
MONEY,6,0.00003
MCGRIFF,6,0.00003
MCDOUGALL,6,0.00003
MCCLEARY,6,0.00003
MAGGARD,6,0.00003
GRAGG,6,0.00003
GOODING,6,0.00003
GODINEZ,6,0.00003
DOOLITTLE,6,0.00003
DONATO,6,0.00003
COWELL,6,0.00003
CASSELL,6,0.00003
BRACKEN,6,0.00003
APPEL,6,0.00003
AHMAD,6,0.00003
ZAMBRANO,6,0.00003
REUTER,6,0.00003
PEREA,6,0.00003
OLIVE,6,0.00003
NAKAMURA,6,0.00003
MONAGHAN,6,0.00003
MICKENS,6,0.00003
MCCLINTON,6,0.00003
MCCLARY,6,0.00003
MARLER,6,0.00003
KISH,6,0.00003
JUDKINS,6,0.00003
GILBREATH,6,0.00003
FREESE,6,0.00003
FLANIGAN,6,0.00003
FELTS,6,0.00003
ERDMANN,6,0.00003
DODDS,6,0.00003
CHEW,6,0.00003
BROWNELL,6,0.00003
BRAZIL,6,0.00003
BOATRIGHT,6,0.00003
BARRETO,6,0.00003
SLAYTON,6,0.00003
SANDBERG,6,0.00003
SALDIVAR,6,0.00003
PETTWAY,6,0.00003
ODUM,6,0.00003
NARVAEZ,6,0.00003
MOULTRIE,6,0.00003
MONTEMAYOR,6,0.00003
MERRELL,6,0.00003
LEES,6,0.00003
KEYSER,6,0.00003
HOKE,6,0.00003
HARDAWAY,6,0.00003
HANNAN,6,0.00003
GILBERTSON,6,0.00003
FOGG,6,0.00003
DUMONT,6,0.00003
DEBERRY,6,0.00003
COGGINS,6,0.00003
CARRERA,6,0.00003
BUXTON,6,0.00003
BUCHER,6,0.00003
BROADNAX,6,0.00003
BEESON,6,0.00003
ARAUJO,6,0.00003
APPLETON,6,0.00003
AMUNDSON,6,0.00003
AGUAYO,6,0.00003
ACKLEY,6,0.00003
YOCUM,6,0.00003
WORSHAM,6,0.00003
SHIVERS,6,0.00003
SHELLY,6,0.00003
SANCHES,6,0.00003
SACCO,6,0.00003
ROBEY,6,0.00003
RHODEN,6,0.00003
PENDER,6,0.00003
OCHS,6,0.00003
MCCURRY,6,0.00003
MADERA,6,0.00003
LUONG,6,0.00003
LUIS,6,0.00003
KNOTTS,6,0.00003
JACKMAN,6,0.00003
HEINRICH,6,0.00003
HARGRAVE,6,0.00003
GAULT,6,0.00003
FOREST,6,0.00003
COMEAUX,6,0.00003
CHITWOOD,6,0.00003
CHILD,6,0.00003
CARAWAY,6,0.00003
BOETTCHER,6,0.00003
BERNHARDT,6,0.00003
BARRIENTOS,6,0.00003
ZINK,6,0.00003
WICKHAM,6,0.00003
WHITEMAN,6,0.00003
THORP,6,0.00003
STILLMAN,6,0.00003
SETTLES,6,0.00003
SCHOONOVER,6,0.00003
ROQUE,6,0.00003
RIDDELL,6,0.00003
REY,6,0.00003
PILCHER,6,0.00003
PHIFER,6,0.00003
NOVOTNY,6,0.00003
MAPLE,6,0.00003
MACLEOD,6,0.00003
HARDEE,6,0.00003
HAASE,6,0.00003
GRIDER,6,0.00003
FREDRICK,6,0.00003
EARNEST,6,0.00003
DOUCETTE,6,0.00003
CLAUSEN,6,0.00003
CHRISTMAS,6,0.00003
BEVINS,6,0.00003
BEAMON,6,0.00003
BADILLO,6,0.00003
TOLLEY,4,0.00002
TINDALL,4,0.00002
SOULE,4,0.00002
SNOOK,4,0.00002
SEBASTIAN,4,0.00002
SEALE,4,0.00002
PITCHER,4,0.00002
PINKNEY,4,0.00002
PELLEGRINO,4,0.00002
NOWELL,4,0.00002
NEMETH,4,0.00002
NAIL,4,0.00002
MONDRAGON,4,0.00002
MCLANE,4,0.00002
LUNDGREN,4,0.00002
INGALLS,4,0.00002
HUDSPETH,4,0.00002
HIXSON,4,0.00002
GEARHART,4,0.00002
FURLONG,4,0.00002
DOWNES,4,0.00002
DIONNE,4,0.00002
DIBBLE,4,0.00002
DEYOUNG,4,0.00002
CORNEJO,4,0.00002
CAMARA,4,0.00002
BROOKSHIRE,4,0.00002
BOYETTE,4,0.00002
WOLCOTT,4,0.00002
TRACEY,4,0.00002
SURRATT,4,0.00002
SELLARS,4,0.00002
SEGAL,4,0.00002
SALYER,4,0.00002
REEVE,4,0.00002
RAUSCH,4,0.00002
PHILIPS,4,0.00002
LABONTE,4,0.00002
HARO,4,0.00002
GOWER,4,0.00002
FREELAND,4,0.00002
FAWCETT,4,0.00002
EADS,4,0.00002
DRIGGERS,4,0.00002
DONLEY,4,0.00002
COLLETT,4,0.00002
CAGE,4,0.00002
BROMLEY,4,0.00002
BOATMAN,4,0.00002
BALLINGER,4,0.00002
BALDRIDGE,4,0.00002
VOLZ,4,0.00002
TROMBLEY,4,0.00002
STONGE,4,0.00002
SILAS,4,0.00002
SHANAHAN,4,0.00002
RIVARD,4,0.00002
RHYNE,4,0.00002
PEDROZA,4,0.00002
MATIAS,4,0.00002
MALLARD,4,0.00002
JAMIESON,4,0.00002
HEDGEPETH,4,0.00002
HARTNETT,4,0.00002
ESTEVEZ,4,0.00002
ESKRIDGE,4,0.00002
DENMAN,4,0.00002
CHIU,4,0.00002
CHINN,4,0.00002
CATLETT,4,0.00002
CARMACK,4,0.00002
BUIE,4,0.00002
BOOK,4,0.00002
BECHTEL,4,0.00002
BEARDSLEY,4,0.00002
BARD,4,0.00002
BALLOU,4,0.00002
WINDSOR,4,0.00002
ULMER,4,0.00002
STORM,4,0.00002
SKEEN,4,0.00002
ROBLEDO,4,0.00002
RINCON,4,0.00002
REITZ,4,0.00002
PIAZZA,4,0.00002
PEARL,4,0.00002
MUNGER,4,0.00002
MOTEN,4,0.00002
MCMICHAEL,4,0.00002
LOFTUS,4,0.00002
LEDET,4,0.00002
KERSEY,4,0.00002
GROFF,4,0.00002
FOWLKES,4,0.00002
FOLK,4,0.00002
CRUMPTON,4,0.00002
COLLETTE,4,0.00002
CLOUSE,4,0.00002
BETTIS,4,0.00002
VILLAGOMEZ,4,0.00002
TIMMERMAN,4,0.00002
STROM,4,0.00002
SAUL,4,0.00002
SANTORO,4,0.00002
RODDY,4,0.00002
PHILLIP,4,0.00002
PENROD,4,0.00002
MUSSELMAN,4,0.00002
MACPHERSON,4,0.00002
LEBOEUF,4,0.00002
HARLESS,4,0.00002
HADDAD,4,0.00002
GUIDO,4,0.00002
GOLDING,4,0.00002
FULKERSON,4,0.00002
FANNIN,4,0.00002
DULANEY,4,0.00002
DOWDELL,4,0.00002
DEANE,4,0.00002
COTTLE,4,0.00002
CEJA,4,0.00002
CATE,4,0.00002
BOSLEY,4,0.00002
BENGE,4,0.00002
ALBRITTON,4,0.00002
VOIGT,4,0.00002
TROWBRIDGE,4,0.00002
SOILEAU,4,0.00002
SEELY,4,0.00002
ROME,4,0.00002
ROHDE,4,0.00002
PEARSALL,4,0.00002
PAULK,4,0.00002
ORTH,4,0.00002
NASON,4,0.00002
MOTA,4,0.00002
MCMULLIN,4,0.00002
MARQUARDT,4,0.00002
MADIGAN,4,0.00002
HOAG,4,0.00002
GILLUM,4,0.00002
GAYLE,4,0.00002
GABBARD,4,0.00002
FENWICK,4,0.00002
FENDER,4,0.00002
ECK,4,0.00002
DANFORTH,4,0.00002
CUSHING,4,0.00002
CRESS,4,0.00002
CREED,4,0.00002
CAZARES,4,0.00002
CASANOVA,4,0.00002
BEY,4,0.00002
BETTENCOURT,4,0.00002
BARRINGER,4,0.00002
BABER,4,0.00002
STANSBERRY,4,0.00002
SCHRAMM,4,0.00002
RUTTER,4,0.00002
RIVERO,4,0.00002
RACE,4,0.00002
OQUENDO,4,0.00002
NECAISE,4,0.00002
MOUTON,4,0.00002
MONTENEGRO,4,0.00002
MILEY,4,0.00002
MCGOUGH,4,0.00002
MARRA,4,0.00002
MACMILLAN,4,0.00002
LOCK,4,0.00002
LAMONTAGNE,4,0.00002
JASSO,4,0.00002
JAIME,4,0.00002
HORST,4,0.00002
HETRICK,4,0.00002
HEILMAN,4,0.00002
GAYTAN,4,0.00002
GALL,4,0.00002
FRIED,4,0.00002
FORTNEY,4,0.00002
EDEN,4,0.00002
DINGLE,4,0.00002
DESJARDINS,4,0.00002
DABBS,4,0.00002
BURBANK,4,0.00002
BRIGHAM,4,0.00002
BRELAND,4,0.00002
BEAMAN,4,0.00002
BANNER,4,0.00002
ARRIOLA,4,0.00002
YARBOROUGH,4,0.00002
WALLIN,4,0.00002
TREAT,4,0.00002
TOSCANO,4,0.00002
STOWERS,4,0.00002
REISS,4,0.00002
PICHARDO,4,0.00002
ORTON,4,0.00002
MITCHEL,4,0.00002
MICHELS,4,0.00002
MCNAMEE,4,0.00002
MCCRORY,4,0.00002
LEATHERMAN,4,0.00002
KELL,4,0.00002
KEISTER,4,0.00002
JEROME,4,0.00002
HORNING,4,0.00002
HARGETT,4,0.00002
GUAY,4,0.00002
FRIDAY,4,0.00002
FERRO,4,0.00002
DEBOER,4,0.00002
DAGOSTINO,4,0.00002
CLEMENTE,4,0.00002
CHRIST,4,0.00002
CARPER,4,0.00002
BOWLER,4,0.00002
BLANKS,4,0.00002
BEAUDRY,4,0.00002
WILLIE,4,0.00002
TOWLE,4,0.00002
TAFOYA,4,0.00002
STRICKLIN,4,0.00002
STRADER,4,0.00002
SOPER,4,0.00002
SONNIER,4,0.00002
SIGMON,4,0.00002
SCHENK,4,0.00002
SADDLER,4,0.00002
RODMAN,4,0.00002
PEDIGO,4,0.00002
MENDES,4,0.00002
LUNN,4,0.00002
LOHR,4,0.00002
LAHR,4,0.00002
KINGSBURY,4,0.00002
JARMAN,4,0.00002
HUME,4,0.00002
HOLLIMAN,4,0.00002
HOFMANN,4,0.00002
