attribute,absFrequency,relFrequency
KANDACE,3,0.000015
JANAE,3,0.000015
GABRIEL,3,0.000015
DOMENICA,3,0.000015
DEBBRA,3,0.000015
DANNIELLE,3,0.000015
CHUN,3,0.000015
BUFFY,3,0.000015
BARBIE,3,0.000015
ARCELIA,3,0.000015
AJA,3,0.000015
ZENOBIA,3,0.000015
SHAREN,3,0.000015
SHAREE,3,0.000015
PATRICK,3,0.000015
PAGE,3,0.000015
MY,3,0.000015
LAVINIA,3,0.000015
KUM,3,0.000015
KACIE,3,0.000015
JACKELINE,3,0.000015
HUONG,3,0.000015
FELISA,3,0.000015
EMELIA,3,0.000015
ELEANORA,3,0.000015
CYTHIA,3,0.000015
CRISTIN,3,0.000015
CLYDE,3,0.000015
CLARIBEL,3,0.000015
CARON,3,0.000015
ANASTACIA,3,0.000015
ZULMA,3,0.000015
ZANDRA,3,0.000015
YOKO,3,0.000015
TENISHA,3,0.000015
SUSANN,3,0.000015
SHERILYN,3,0.000015
SHAY,3,0.000015
SHAWANDA,3,0.000015
SABINE,3,0.000015
ROMANA,3,0.000015
MATHILDA,3,0.000015
LINSEY,3,0.000015
KEIKO,3,0.000015
JOANA,3,0.000015
ISELA,3,0.000015
GRETTA,3,0.000015
GEORGETTA,3,0.000015
EUGENIE,3,0.000015
DUSTY,3,0.000015
DESIRAE,3,0.000015
DELORA,3,0.000015
CORAZON,3,0.000015
ANTONINA,3,0.000015
ANIKA,3,0.000015
WILLENE,3,0.000015
TRACEE,3,0.000015
TAMATHA,3,0.000015
REGAN,3,0.000015
NICHELLE,3,0.000015
MICKIE,3,0.000015
MAEGAN,3,0.000015
LUANA,3,0.000015
LANITA,3,0.000015
KELSIE,3,0.000015
EDELMIRA,3,0.000015
BREE,3,0.000015
AFTON,3,0.000015
TEODORA,3,0.000015
TAMIE,3,0.000015
SHENA,3,0.000015
MEG,3,0.000015
LINH,3,0.000015
KELI,3,0.000015
KACI,3,0.000015
DANYELLE,3,0.000015
BRITT,3,0.000015
ARLETTE,3,0.000015
ALBERTINE,3,0.000015
ADELLE,3,0.000015
TIFFINY,3,0.000015
STORMY,3,0.000015
SIMONA,3,0.000015
NUMBERS,3,0.000015
NICOLASA,3,0.000015
NICHOL,3,0.000015
NIA,3,0.000015
NAKISHA,3,0.000015
MEE,3,0.000015
MAIRA,3,0.000015
LOREEN,3,0.000015
KIZZY,3,0.000015
JOHNNY,3,0.000015
JAY,3,0.000015
FALLON,3,0.000015
CHRISTENE,3,0.000015
BOBBYE,3,0.000015
ANTHONY,3,0.000015
YING,2,0.00001
VINCENZA,2,0.00001
TANJA,2,0.00001
RUBIE,2,0.00001
RONI,2,0.00001
QUEENIE,2,0.00001
MARGARETT,2,0.00001
KIMBERLI,2,0.00001
IRMGARD,2,0.00001
IDELL,2,0.00001
HILMA,2,0.00001
EVELINA,2,0.00001
ESTA,2,0.00001
EMILEE,2,0.00001
DENNISE,2,0.00001
DANIA,2,0.00001
CARL,2,0.00001
CARIE,2,0.00001
ANTONIO,2,0.00001
WAI,2,0.00001
SANG,2,0.00001
RISA,2,0.00001
RIKKI,2,0.00001
PARTICIA,2,0.00001
MUI,2,0.00001
MASAKO,2,0.00001
MARIO,2,0.00001
LUVENIA,2,0.00001
LOREE,2,0.00001
LONI,2,0.00001
LIEN,2,0.00001
KEVIN,2,0.00001
GIGI,2,0.00001
FLORENCIA,2,0.00001
DORIAN,2,0.00001
DENITA,2,0.00001
DALLAS,2,0.00001
CHI,2,0.00001
BILLYE,2,0.00001
ALEXANDER,2,0.00001
TOMIKA,2,0.00001
SHARITA,2,0.00001
RANA,2,0.00001
NIKOLE,2,0.00001
NEOMA,2,0.00001
MARGARITE,2,0.00001
MADALYN,2,0.00001
LUCINA,2,0.00001
LAILA,2,0.00001
KALI,2,0.00001
JENETTE,2,0.00001
GABRIELE,2,0.00001
EVELYNE,2,0.00001
ELENORA,2,0.00001
CLEMENTINA,2,0.00001
ALEJANDRINA,2,0.00001
ZULEMA,2,0.00001
VIOLETTE,2,0.00001
VANNESSA,2,0.00001
THRESA,2,0.00001
RETTA,2,0.00001
PIA,2,0.00001
PATIENCE,2,0.00001
NOELLA,2,0.00001
NICKIE,2,0.00001
JONELL,2,0.00001
DELTA,2,0.00001
CHUNG,2,0.00001
CHAYA,2,0.00001
CAMELIA,2,0.00001
BETHEL,2,0.00001
ANYA,2,0.00001
ANDREW,2,0.00001
THANH,2,0.00001
SUZANN,2,0.00001
SPRING,2,0.00001
SHU,2,0.00001
MILA,2,0.00001
LILLA,2,0.00001
LAVERNA,2,0.00001
KEESHA,2,0.00001
KATTIE,2,0.00001
GIA,2,0.00001
GEORGENE,2,0.00001
EVELINE,2,0.00001
ESTELL,2,0.00001
ELIZBETH,2,0.00001
VIVIENNE,2,0.00001
VALLIE,2,0.00001
TRUDIE,2,0.00001
STEPHANE,2,0.00001
MICHEL,2,0.00001
MAGALY,2,0.00001
MADIE,2,0.00001
KENYETTA,2,0.00001
KARREN,2,0.00001
JANETTA,2,0.00001
HERMINE,2,0.00001
HARMONY,2,0.00001
DRUCILLA,2,0.00001
DEBBI,2,0.00001
CELESTINA,2,0.00001
CANDIE,2,0.00001
BRITNI,2,0.00001
BECKIE,2,0.00001
AMINA,2,0.00001
ZITA,2,0.00001
YUN,2,0.00001
YOLANDE,2,0.00001
VIVIEN,2,0.00001
VERNETTA,2,0.00001
TRUDI,2,0.00001
SOMMER,2,0.00001
PEARLE,2,0.00001
PATRINA,2,0.00001
OSSIE,2,0.00001
NICOLLE,2,0.00001
LOYCE,2,0.00001
LETTY,2,0.00001
LARISA,2,0.00001
KATHARINA,2,0.00001
JOSELYN,2,0.00001
JONELLE,2,0.00001
JENELL,2,0.00001
IESHA,2,0.00001
HEIDE,2,0.00001
FLORINDA,2,0.00001
FLORENTINA,2,0.00001
FLO,2,0.00001
ELODIA,2,0.00001
DORINE,2,0.00001
BRUNILDA,2,0.00001
BRIGID,2,0.00001
ASHLI,2,0.00001
ARDELLA,2,0.00001
TWANA,2,0.00001
THU,2,0.00001
TARAH,2,0.00001
SUNG,2,0.00001
SHEA,2,0.00001
SHAVON,2,0.00001
SHANE,2,0.00001
SERINA,2,0.00001
RAYNA,2,0.00001
RAMONITA,2,0.00001
NGA,2,0.00001
MARGURITE,2,0.00001
LUCRECIA,2,0.00001
KOURTNEY,2,0.00001
KATI,2,0.00001
JESUS,2,0.00001
JESENIA,2,0.00001
DIAMOND,2,0.00001
CRISTA,2,0.00001
AYANA,2,0.00001
ALICA,2,0.00001
ALIA,2,0.00001
VINNIE,2,0.00001
SUELLEN,2,0.00001
ROMELIA,2,0.00001
RACHELL,2,0.00001
PIPER,2,0.00001
OLYMPIA,2,0.00001
MICHIKO,2,0.00001
KATHALEEN,2,0.00001
JOLIE,2,0.00001
JESSI,2,0.00001
JANESSA,2,0.00001
HANA,2,0.00001
HA,2,0.00001
ELEASE,2,0.00001
CARLETTA,2,0.00001
BRITANY,2,0.00001
SHONA,2,0.00001
SALOME,2,0.00001
ROSAMOND,2,0.00001
REGENA,2,0.00001
RAINA,2,0.00001
NGOC,2,0.00001
NELIA,2,0.00001
LOUVENIA,2,0.00001
LESIA,2,0.00001
LATRINA,2,0.00001
LATICIA,2,0.00001
LARHONDA,2,0.00001
JINA,2,0.00001
JACKI,2,0.00001
HOLLIS,2,0.00001
HOLLEY,2,0.00001
EMMY,2,0.00001
DEEANN,2,0.00001
CORETTA,2,0.00001
ARNETTA,2,0.00001
VELVET,2,0.00001
THALIA,2,0.00001
SHANICE,2,0.00001
NETA,2,0.00001
MIKKI,2,0.00001
MICKI,2,0.00001
LONNA,2,0.00001
LEANA,2,0.00001
LASHUNDA,2,0.00001
KILEY,2,0.00001
JOYE,2,0.00001
JACQULYN,2,0.00001
IGNACIA,2,0.00001
HYUN,2,0.00001
HIROKO,2,0.00001
HENRY,2,0.00001
HENRIETTE,2,0.00001
ELAYNE,2,0.00001
DELINDA,2,0.00001
DARNELL,2,0.00001
DAHLIA,2,0.00001
COREEN,2,0.00001
CONSUELA,2,0.00001
CONCHITA,2,0.00001
CELINE,2,0.00001
BABETTE,2,0.00001
AYANNA,2,0.00001
ANETTE,2,0.00001
ALBERTINA,2,0.00001
SKYE,2,0.00001
SHAWNEE,2,0.00001
SHANEKA,2,0.00001
QUIANA,2,0.00001
PAMELIA,2,0.00001
MIN,2,0.00001
MERRI,2,0.00001
MERLENE,2,0.00001
MARGIT,2,0.00001
KIESHA,2,0.00001
KIERA,2,0.00001
KAYLENE,2,0.00001
JODEE,2,0.00001
JENISE,2,0.00001
ERLENE,2,0.00001
EMMIE,2,0.00001
ELSE,2,0.00001
DARYL,2,0.00001
DALILA,2,0.00001
DAISEY,2,0.00001
CODY,2,0.00001
CASIE,2,0.00001
BELIA,2,0.00001
BABARA,2,0.00001
VERSIE,2,0.00001
VANESA,2,0.00001
SHELBA,2,0.00001
SHAWNDA,2,0.00001
SAM,2,0.00001
NORMAN,2,0.00001
NIKIA,2,0.00001
NAOMA,2,0.00001
MARNA,2,0.00001
MARGERET,2,0.00001
MADALINE,2,0.00001
LAWANA,2,0.00001
KINDRA,2,0.00001
JUTTA,2,0.00001
JAZMINE,2,0.00001
JANETT,2,0.00001
HANNELORE,2,0.00001
GLENDORA,2,0.00001
GERTRUD,2,0.00001
GARNETT,2,0.00001
FREEDA,2,0.00001
FREDERICA,2,0.00001
FLORANCE,2,0.00001
FLAVIA,2,0.00001
DENNIS,2,0.00001
CARLINE,2,0.00001
BEVERLEE,2,0.00001
ANJANETTE,2,0.00001
VALDA,2,0.00001
TRINITY,2,0.00001
TAMALA,2,0.00001
STEVIE,2,0.00001
SHONNA,2,0.00001
SHA,2,0.00001
SARINA,2,0.00001
ONEIDA,2,0.00001
MICAH,2,0.00001
MERILYN,2,0.00001
MARLEEN,2,0.00001
LURLINE,2,0.00001
LENNA,2,0.00001
KATHERIN,2,0.00001
JIN,2,0.00001
JENI,2,0.00001
HAE,2,0.00001
GRACIA,2,0.00001
GLADY,2,0.00001
FARAH,2,0.00001
ERIC,2,0.00001
ENOLA,2,0.00001
EMA,2,0.00001
DOMINQUE,2,0.00001
DEVONA,2,0.00001
DELANA,2,0.00001
CECILA,2,0.00001
CAPRICE,2,0.00001
ALYSHA,2,0.00001
ALI,2,0.00001
ALETHIA,2,0.00001
VENA,2,0.00001
THERESIA,2,0.00001
TAWNY,2,0.00001
SONG,2,0.00001
SHAKIRA,2,0.00001
SAMARA,2,0.00001
SACHIKO,2,0.00001
RACHELE,2,0.00001
PAMELLA,2,0.00001
NICKY,2,0.00001
MARNI,2,0.00001
MARIEL,2,0.00001
MAREN,2,0.00001
MALISA,2,0.00001
LIGIA,2,0.00001
LERA,2,0.00001
LATORIA,2,0.00001
LARAE,2,0.00001
KIMBER,2,0.00001
KATHERN,2,0.00001
KAREY,2,0.00001
JENNEFER,2,0.00001
JANETH,2,0.00001
HALINA,2,0.00001
FREDIA,2,0.00001
DELISA,2,0.00001
DEBROAH,2,0.00001
CIERA,2,0.00001
CHIN,2,0.00001
ANGELIKA,2,0.00001
ANDREE,2,0.00001
ALTHA,2,0.00001
YEN,2,0.00001
VIVAN,2,0.00001
TERRESA,2,0.00001
TANNA,2,0.00001
SUK,2,0.00001
SUDIE,2,0.00001
SOO,2,0.00001
SIGNE,2,0.00001
SALENA,2,0.00001
RONNI,2,0.00001
REBBECCA,2,0.00001
MYRTIE,2,0.00001
MCKENZIE,2,0.00001
MALIKA,2,0.00001
MAIDA,2,0.00001
LOAN,2,0.00001
LEONARDA,2,0.00001
KAYLEIGH,2,0.00001
FRANCE,2,0.00001
ETHYL,2,0.00001
ELLYN,2,0.00001
DAYLE,2,0.00001
CAMMIE,2,0.00001
BRITTNI,2,0.00001
BIRGIT,2,0.00001
AVELINA,2,0.00001
ASUNCION,2,0.00001
ARIANNA,2,0.00001
AKIKO,2,0.00001
VENICE,2,0.00001
TYESHA,2,0.00001
TONIE,2,0.00001
TIESHA,2,0.00001
TAKISHA,2,0.00001
STEFFANIE,2,0.00001
SINDY,2,0.00001
SANTANA,2,0.00001
MEGHANN,2,0.00001
MANDA,2,0.00001
MACIE,2,0.00001
LADY,2,0.00001
KELLYE,2,0.00001
KELLEE,2,0.00001
JOSLYN,2,0.00001
JASON,2,0.00001
INGER,2,0.00001
INDIRA,2,0.00001
GLINDA,2,0.00001
GLENNIS,2,0.00001
FERNANDA,2,0.00001
FAUSTINA,2,0.00001
ENEIDA,2,0.00001
ELICIA,2,0.00001
DOT,2,0.00001
DIGNA,2,0.00001
DELL,2,0.00001
ARLETTA,2,0.00001
ANDRE,2,0.00001
WILLIA,2,0.00001
TAMMARA,2,0.00001
TABETHA,2,0.00001
SHERRELL,2,0.00001
SARI,2,0.00001
REFUGIO,2,0.00001
REBBECA,2,0.00001
PAULETTA,2,0.00001
NIEVES,2,0.00001
NATOSHA,2,0.00001
NAKITA,2,0.00001
MAMMIE,2,0.00001
KENISHA,2,0.00001
KAZUKO,2,0.00001
KASSIE,2,0.00001
GARY,2,0.00001
EARLEAN,2,0.00001
DAPHINE,2,0.00001
CORLISS,2,0.00001
CLOTILDE,2,0.00001
CAROLYNE,2,0.00001
BERNETTA,2,0.00001
AUGUSTINA,2,0.00001
AUDREA,2,0.00001
ANNIS,2,0.00001
ANNABELL,2,0.00001
YAN,2,0.00001
TENNILLE,2,0.00001
TAMICA,2,0.00001
SELENE,2,0.00001
SEAN,2,0.00001
ROSANA,2,0.00001
REGENIA,2,0.00001
QIANA,2,0.00001
MARKITA,2,0.00001
MACY,2,0.00001
LEEANNE,2,0.00001
LAURINE,2,0.00001
KYM,2,0.00001
JESSENIA,2,0.00001
JANITA,2,0.00001
GEORGINE,2,0.00001
GENIE,2,0.00001
EMIKO,2,0.00001
ELVIE,2,0.00001
DEANDRA,2,0.00001
DAGMAR,2,0.00001
CORIE,2,0.00001
COLLEN,2,0.00001
CHERISH,2,0.00001
ROMAINE,2,0.00001
PORSHA,2,0.00001
PEARLENE,2,0.00001
MICHELINE,2,0.00001
MERNA,2,0.00001
MARGORIE,2,0.00001
MARGARETTA,2,0.00001
LORE,2,0.00001
KENNETH,2,0.00001
JENINE,2,0.00001
HERMINA,2,0.00001
FREDERICKA,2,0.00001
ELKE,2,0.00001
DRUSILLA,2,0.00001
DORATHY,2,0.00001
DIONE,2,0.00001
DESIRE,2,0.00001
CELENA,2,0.00001
BRIGIDA,2,0.00001
ANGELES,2,0.00001
ALLEGRA,2,0.00001
THEO,2,0.00001
TAMEKIA,2,0.00001
SYNTHIA,2,0.00001
STEPHEN,2,0.00001
SOOK,2,0.00001
SLYVIA,2,0.00001
ROSANN,2,0.00001
REATHA,2,0.00001
RAYE,2,0.00001
MARQUETTA,2,0.00001
MARGART,2,0.00001
LING,2,0.00001
LAYLA,2,0.00001
KYMBERLY,2,0.00001
KIANA,2,0.00001
KAYLEEN,2,0.00001
KATLYN,2,0.00001
KARMEN,2,0.00001
JOELLA,2,0.00001
IRINA,2,0.00001
EMELDA,2,0.00001
ELENI,2,0.00001
DETRA,2,0.00001
CLEMMIE,2,0.00001
CHERYLL,2,0.00001
CHANTELL,2,0.00001
CATHEY,2,0.00001
ARNITA,2,0.00001
ARLA,2,0.00001
ANGLE,2,0.00001
ANGELIC,2,0.00001
ALYSE,2,0.00001
ZOFIA,2,0.00001
THOMASINE,2,0.00001
TENNIE,2,0.00001
SON,2,0.00001
SHERLY,2,0.00001
SHERLEY,2,0.00001
SHARYL,2,0.00001
REMEDIOS,2,0.00001
PETRINA,2,0.00001
NICKOLE,2,0.00001
MYUNG,2,0.00001
MYRLE,2,0.00001
MOZELLA,2,0.00001
LOUANNE,2,0.00001
LISHA,2,0.00001
LATIA,2,0.00001
LANE,2,0.00001
KRYSTA,2,0.00001
JULIENNE,2,0.00001
JOEL,2,0.00001
JEANENE,2,0.00001
JACQUALINE,2,0.00001
ISAURA,2,0.00001
GWENDA,2,0.00001
EARLEEN,2,0.00001
DONALD,2,0.00001
CLEOPATRA,2,0.00001
CARLIE,2,0.00001
AUDIE,2,0.00001
ANTONIETTA,2,0.00001
ALISE,2,0.00001
ALEX,2,0.00001
VERDELL,2,0.00001
VAL,2,0.00001
TYLER,2,0.00001
TOMOKO,2,0.00001
THAO,2,0.00001
TALISHA,2,0.00001
STEVEN,2,0.00001
SO,2,0.00001
SHEMIKA,2,0.00001
SHAUN,2,0.00001
SCARLET,2,0.00001
SAVANNA,2,0.00001
SANTINA,2,0.00001
ROSIA,2,0.00001
RAEANN,2,0.00001
ODILIA,2,0.00001
NANA,2,0.00001
MINNA,2,0.00001
MAGAN,2,0.00001
LYNELLE,2,0.00001
LE,2,0.00001
KARMA,2,0.00001
JOEANN,2,0.00001
IVANA,2,0.00001
INELL,2,0.00001
ILANA,2,0.00001
HYE,2,0.00001
HONEY,2,0.00001
HEE,2,0.00001
GUDRUN,2,0.00001
FRANK,2,0.00001
DREAMA,2,0.00001
CRISSY,2,0.00001
CHANTE,2,0.00001
CARMELINA,2,0.00001
ARVILLA,2,0.00001
ARTHUR,2,0.00001
ANNAMAE,2,0.00001
ALVERA,2,0.00001
ALEIDA,2,0.00001
AARON,2,0.00001
YEE,2,0.00001
YANIRA,2,0.00001
VANDA,2,0.00001
TIANNA,2,0.00001
TAM,2,0.00001
STEFANIA,2,0.00001
SHIRA,2,0.00001
PERRY,2,0.00001
NICOL,2,0.00001
NANCIE,2,0.00001
MONSERRATE,2,0.00001
MINH,2,0.00001
MELYNDA,2,0.00001
MELANY,2,0.00001
MATTHEW,2,0.00001
LOVELLA,2,0.00001
LAURE,2,0.00001
KIRBY,2,0.00001
KACY,2,0.00001
JACQUELYNN,2,0.00001
HYON,2,0.00001
GERTHA,2,0.00001
FRANCISCO,2,0.00001
ELIANA,2,0.00001
CHRISTENA,2,0.00001
CHRISTEEN,2,0.00001
CHARISE,2,0.00001
CATERINA,2,0.00001
CARLEY,2,0.00001
CANDYCE,2,0.00001
ARLENA,2,0.00001
AMMIE,2,0.00001
YANG,2,0.00001
WILLETTE,2,0.00001
VANITA,2,0.00001
TUYET,2,0.00001
TINY,2,0.00001
SYREETA,2,0.00001
SILVA,2,0.00001
SCOTT,2,0.00001
RONALD,2,0.00001
PENNEY,2,0.00001
NYLA,2,0.00001
MICHAL,2,0.00001
MAURICE,2,0.00001
MARYAM,2,0.00001
MARYA,2,0.00001
MAGEN,2,0.00001
LUDIE,2,0.00001
LOMA,2,0.00001
LIVIA,2,0.00001
LANELL,2,0.00001
KIMBERLIE,2,0.00001
JULEE,2,0.00001
DONETTA,2,0.00001
DIEDRA,2,0.00001
DENISHA,2,0.00001
DEANE,2,0.00001
DAWNE,2,0.00001
CLARINE,2,0.00001
CHERRYL,2,0.00001
BRONWYN,2,0.00001
BRANDON,2,0.00001
ALLA,2,0.00001
VALERY,2,0.00001
TONDA,2,0.00001
SUEANN,2,0.00001
SORAYA,2,0.00001
SHOSHANA,2,0.00001
SHELA,2,0.00001
SHARLEEN,2,0.00001
SHANELLE,2,0.00001
NERISSA,2,0.00001
MICHEAL,2,0.00001
MERIDITH,2,0.00001
MELLIE,2,0.00001
MAYE,2,0.00001
MAPLE,2,0.00001
MAGARET,2,0.00001
LUIS,2,0.00001
LILI,2,0.00001
LEONILA,2,0.00001
LEONIE,2,0.00001
LEEANNA,2,0.00001
LAVONIA,2,0.00001
LAVERA,2,0.00001
KRISTEL,2,0.00001
KATHEY,2,0.00001
KATHE,2,0.00001
JUSTIN,2,0.00001
JULIAN,2,0.00001
JIMMY,2,0.00001
JANN,2,0.00001
ILDA,2,0.00001
HILDRED,2,0.00001
HILDEGARDE,2,0.00001
GENIA,2,0.00001
FUMIKO,2,0.00001
EVELIN,2,0.00001
ERMELINDA,2,0.00001
ELLY,2,0.00001
DUNG,2,0.00001
DOLORIS,2,0.00001
DIONNA,2,0.00001
DANAE,2,0.00001
BERNEICE,2,0.00001
ANNICE,2,0.00001
ALIX,2,0.00001
VERENA,2,0.00001
VERDIE,2,0.00001
TRISTAN,2,0.00001
SHAWNNA,2,0.00001
SHAWANA,2,0.00001
SHAUNNA,2,0.00001
ROZELLA,2,0.00001
RANDEE,2,0.00001
RANAE,2,0.00001
MILAGRO,2,0.00001
LYNELL,2,0.00001
LUISE,2,0.00001
LOUIE,2,0.00001
LOIDA,2,0.00001
LISBETH,2,0.00001
KARLEEN,2,0.00001
JUNITA,2,0.00001
JONA,2,0.00001
ISIS,2,0.00001
HYACINTH,2,0.00001
HEDY,2,0.00001
GWENN,2,0.00001
ETHELENE,2,0.00001
ERLINE,2,0.00001
EDWARD,2,0.00001
DONYA,2,0.00001
DOMONIQUE,2,0.00001
DELICIA,2,0.00001
DANNETTE,2,0.00001
CICELY,2,0.00001
BRANDA,2,0.00001
BLYTHE,2,0.00001
BETHANN,2,0.00001
ASHLYN,2,0.00001
ANNALEE,2,0.00001
ALLINE,2,0.00001
YUKO,2,0.00001
VELLA,2,0.00001
TRANG,2,0.00001
TOWANDA,2,0.00001
TESHA,2,0.00001
SHERLYN,2,0.00001
NARCISA,2,0.00001
MIGUELINA,2,0.00001
MERI,2,0.00001
MAYBELL,2,0.00001
MARLANA,2,0.00001
MARGUERITA,2,0.00001
MADLYN,2,0.00001
LUNA,2,0.00001
LORY,2,0.00001
LORIANN,2,0.00001
LIBERTY,2,0.00001
LEONORE,2,0.00001
LEIGHANN,2,0.00001
LAURICE,2,0.00001
LATESHA,2,0.00001
LARONDA,2,0.00001
KATRICE,2,0.00001
KASIE,2,0.00001
KARL,2,0.00001
KALEY,2,0.00001
JADWIGA,2,0.00001
GLENNIE,2,0.00001
GEARLDINE,2,0.00001
FRANCINA,2,0.00001
EPIFANIA,2,0.00001
DYAN,2,0.00001
DORIE,2,0.00001
DIEDRE,2,0.00001
DENESE,2,0.00001
DEMETRICE,2,0.00001
DELENA,2,0.00001
DARBY,2,0.00001
CRISTIE,2,0.00001
CLEORA,2,0.00001
CATARINA,2,0.00001
CARISA,2,0.00001
BERNIE,2,0.00001
BARBERA,2,0.00001
ALMETA,2,0.00001
TRULA,2,0.00001
TEREASA,2,0.00001
SOLANGE,2,0.00001
SHEILAH,2,0.00001
SHAVONNE,2,0.00001
SANORA,2,0.00001
ROCHELL,2,0.00001
MATHILDE,2,0.00001
MARGARETA,2,0.00001
MAIA,2,0.00001
LYNSEY,2,0.00001
LAWANNA,2,0.00001
LAUNA,2,0.00001
KENA,2,0.00001
KEENA,2,0.00001
KATIA,2,0.00001
JAMEY,2,0.00001
GLYNDA,2,0.00001
GAYLENE,2,0.00001
ELVINA,2,0.00001
ELANOR,2,0.00001
DANUTA,2,0.00001
DANIKA,2,0.00001
CRISTEN,2,0.00001
CORDIE,2,0.00001
COLETTA,2,0.00001
CLARITA,2,0.00001
CARMON,2,0.00001
BRYNN,2,0.00001
AZUCENA,2,0.00001
AUNDREA,2,0.00001
ANGELE,2,0.00001
YI,2,0.00001
WALTER,2,0.00001
VERLIE,2,0.00001
VERLENE,2,0.00001
TAMESHA,2,0.00001
SILVANA,2,0.00001
SEBRINA,2,0.00001
SAMIRA,2,0.00001
REDA,2,0.00001
RAYLENE,2,0.00001
PENNI,2,0.00001
PANDORA,2,0.00001
NORAH,2,0.00001
NOMA,2,0.00001
MIREILLE,2,0.00001
MELISSIA,2,0.00001
MARYALICE,2,0.00001
LARAINE,2,0.00001
KIMBERY,2,0.00001
KARYL,2,0.00001
KARINE,2,0.00001
KAM,2,0.00001
JOLANDA,2,0.00001
JOHANA,2,0.00001
JESUSA,2,0.00001
JALEESA,2,0.00001
JAE,2,0.00001
JACQUELYNE,2,0.00001
IRISH,2,0.00001
ILUMINADA,2,0.00001
HILARIA,2,0.00001
HANH,2,0.00001
GENNIE,2,0.00001
FRANCIE,2,0.00001
FLORETTA,2,0.00001
EXIE,2,0.00001
EDDA,2,0.00001
DREMA,2,0.00001
DELPHA,2,0.00001
BEV,2,0.00001
BARBAR,2,0.00001
ASSUNTA,2,0.00001
ARDELL,2,0.00001
ANNALISA,2,0.00001
ALISIA,2,0.00001
YUKIKO,2,0.00001
YOLANDO,2,0.00001
WONDA,2,0.00001
WEI,2,0.00001
WALTRAUD,2,0.00001
VETA,2,0.00001
TEQUILA,2,0.00001
TEMEKA,2,0.00001
TAMEIKA,2,0.00001
SHIRLEEN,2,0.00001
SHENITA,2,0.00001
PIEDAD,2,0.00001
OZELLA,2,0.00001
MIRTHA,2,0.00001
MARILU,2,0.00001
KIMIKO,2,0.00001
JULIANE,2,0.00001
JENICE,2,0.00001
JEN,2,0.00001
JANAY,2,0.00001
JACQUILINE,2,0.00001
HILDE,2,0.00001
FE,2,0.00001
FAE,2,0.00001
EVAN,2,0.00001
EUGENE,2,0.00001
ELOIS,2,0.00001
ECHO,2,0.00001
DEVORAH,2,0.00001
CHAU,2,0.00001
BRINDA,2,0.00001
BETSEY,2,0.00001
ARMINDA,2,0.00001
ARACELIS,2,0.00001
APRYL,2,0.00001
ANNETT,2,0.00001
ALISHIA,2,0.00001
VEOLA,2,0.00001
USHA,2,0.00001
TOSHIKO,2,0.00001
THEOLA,2,0.00001
TASHIA,2,0.00001
TALITHA,2,0.00001
SHERY,2,0.00001
RUDY,2,0.00001
RENETTA,2,0.00001
REIKO,2,0.00001
RASHEEDA,2,0.00001
OMEGA,2,0.00001
OBDULIA,2,0.00001
MIKA,2,0.00001
MELAINE,2,0.00001
MEGGAN,2,0.00001
MARTIN,2,0.00001
MARLEN,2,0.00001
MARGET,2,0.00001
MARCELINE,2,0.00001
MANA,2,0.00001
MAGDALEN,2,0.00001
LIBRADA,2,0.00001
LEZLIE,2,0.00001
LEXIE,2,0.00001
LATASHIA,2,0.00001
LASANDRA,2,0.00001
KELLE,2,0.00001
ISIDRA,2,0.00001
ISA,2,0.00001
INOCENCIA,2,0.00001
GWYN,2,0.00001
FRANCOISE,2,0.00001
ERMINIA,2,0.00001
ERINN,2,0.00001
DIMPLE,2,0.00001
DEVORA,2,0.00001
CRISELDA,2,0.00001
ARMANDA,2,0.00001
ARIE,2,0.00001
ARIANE,2,0.00001
ANGELO,2,0.00001
ANGELENA,2,0.00001
ALLEN,2,0.00001
ALIZA,2,0.00001
ADRIENE,2,0.00001
ADALINE,2,0.00001
XOCHITL,1,0.000005
TWANNA,1,0.000005
TRAN,1,0.000005
TOMIKO,1,0.000005
TAMISHA,1,0.000005
TAISHA,1,0.000005
SUSY,1,0.000005
SIU,1,0.000005
RUTHA,1,0.000005
ROXY,1,0.000005
RHONA,1,0.000005
RAYMOND,1,0.000005
OTHA,1,0.000005
NORIKO,1,0.000005
NATASHIA,1,0.000005
MERRIE,1,0.000005
MELVIN,1,0.000005
MARINDA,1,0.000005
MARIKO,1,0.000005
MARGERT,1,0.000005
LORIS,1,0.000005
LIZZETTE,1,0.000005
LEISHA,1,0.000005
KAILA,1,0.000005
KA,1,0.000005
JOANNIE,1,0.000005
JERRICA,1,0.000005
JENE,1,0.000005
JANNET,1,0.000005
JANEE,1,0.000005
JACINDA,1,0.000005
HERTA,1,0.000005
ELENORE,1,0.000005
DORETTA,1,0.000005
DELAINE,1,0.000005
DANIELL,1,0.000005
CLAUDIE,1,0.000005
CHINA,1,0.000005
BRITTA,1,0.000005
APOLONIA,1,0.000005
AMBERLY,1,0.000005
ALEASE,1,0.000005
YURI,1,0.000005
YUK,1,0.000005
WEN,1,0.000005
WANETA,1,0.000005
UTE,1,0.000005
TOMI,1,0.000005
SHARRI,1,0.000005
SANDIE,1,0.000005
ROSELLE,1,0.000005
REYNALDA,1,0.000005
RAGUEL,1,0.000005
PHYLICIA,1,0.000005
PATRIA,1,0.000005
OLIMPIA,1,0.000005
ODELIA,1,0.000005
MITZIE,1,0.000005
